448,495,512,495,512,516,448,516,0.9999548
0,928,160,928,160,951,0,951,0.99995303
0,861,160,861,160,892,0,892,0.9999449
304,630,512,630,512,655,304,655,0.99994445
368,849,432,849,432,869,368,869,0.99994385
144,198,480,198,480,225,144,225,0.99993956
384,327,528,327,528,350,384,350,0.99993575
64,416,112,416,112,436,64,436,0.99993455
128,90,480,90,480,117,128,117,0.99993455
208,416,560,416,560,436,208,436,0.99993443
448,441,560,441,560,459,448,459,0.9999336
192,326,272,326,272,346,192,346,0.99993336
464,598,512,598,512,619,464,619,0.99993134
0,906,64,906,64,926,0,926,0.999931
224,879,304,879,304,901,224,901,0.999931
384,296,560,296,560,320,384,320,0.99993014
192,118,432,118,432,145,192,145,0.99992955
16,785,176,785,176,837,16,837,0.99992955
464,727,512,727,512,750,464,750,0.9999294
64,297,336,297,336,318,64,318,0.99992836
208,791,272,791,272,814,208,814,0.99992716
64,324,144,324,144,344,64,344,0.99992704
64,355,208,355,208,378,64,378,0.9999261
256,820,560,820,560,846,256,846,0.9999249
208,442,400,442,400,459,208,459,0.9999248
304,565,512,565,512,587,304,587,0.99992466
208,928,544,928,544,951,208,951,0.99992466
64,466,208,466,208,486,64,486,0.9999243
192,228,432,228,432,252,192,252,0.99992406
336,396,512,396,512,419,336,419,0.99992406
496,875,560,875,560,897,496,897,0.9999238
64,442,128,442,128,458,64,458,0.9999232
128,530,512,530,512,555,128,555,0.999923
288,600,416,600,416,621,288,621,0.9999229
240,62,368,62,368,86,240,86,0.9999219
256,853,288,853,288,871,256,871,0.9999213
496,847,544,847,544,867,496,867,0.99992085
208,175,400,175,400,197,208,197,0.99992085
96,667,512,667,512,693,96,693,0.9999199
352,877,432,877,432,898,352,898,0.99991953
304,726,416,726,416,752,304,752,0.9999194
112,144,496,144,496,170,112,170,0.9999194
384,357,448,357,448,378,384,378,0.9999193
320,701,528,701,528,723,320,723,0.99991894
448,0,592,0,592,45,448,45,0.99991846
224,261,384,261,384,285,224,285,0.99991834
80,494,240,494,240,519,80,519,0.9999182
80,36,512,36,512,64,80,64,0.9999174
